relative_path,quotation_number,qn_confidence,boq_status
SQ2505H074\OFFER-SQ2505H074-UTCL BALAJI-SHS SPARES.txt,SQ2505H074,HIGH,FOUND
SQ2505H075\OFFER-SQ2505H075-ELLENBARRIE-CYLINDER.txt,SQ2505H075,HIGH,NOT_FOUND
SQ2505H076\OFFER-SQ2505H076-CHETTINAD GUNTUR-SILLICON SPARES.txt,SQ2505H076,HIGH,FOUND
SQ2505H077\OFFER-SQ2505H077-KALBURGI CEMENT-SPARES.txt,SQ2505H077,HIGH,FOUND
SQ2505H078\PRICED OFFER-SQ2505H078-ZUARI SITAPURAM-PUMPS.txt,SQ2505H078,HIGH,FOUND
SQ2505H079\BID_NIT Documents.txt,T7I1Y64922,HIGH,FOUND
SQ2505H079\PRICED OFFER-SQ2505H079R1-BHEL_AMETEK_T7I1Y64922.txt,SQ2505H079R1,HIGH,FOUND
SQ2505H079\TECHNICAL OFFER-SQ2505H079R1-BHEL_AMETEK_T7I1Y64922.txt,SQ2505H079R1,HIGH,FOUND
SQ2505N092\PRICED OFFER-SQ2505N092-WONDER CEMENT-PTFE TUBE.txt,SQ2505N092,HIGH,FOUND
SQ2505N094\PRICED OFFER-SQ2505N094-UTCL PALI-FILTER.txt,SQ2505N094,HIGH,FOUND
SQ2505N095R1\OFFER-SQ2505N095R1-HEIDELBERG JHANSI-SPARES.txt,SQ2505N095R1,HIGH,NOT_FOUND
SQ2505N096\Priced Offer # SQ2505N096- RRVUNL-AMC for AAQMS Systems-461518_1.txt,SQ2505N096,HIGH,FOUND
SQ2505N097\PRICED OFFER-SQ2505N097R1-JSW BARMER-SPARES.txt,SQ2505N097R1,HIGH,FOUND
SQ2505N098\OFFER-SQ2505N098 -AMBUJA MARWAR-SPARES.txt,SQ2505N098,HIGH,NOT_FOUND
SQ2505N099\PRICED OFFER-SQ2505N099-UTCL ADITYA-CART FILTER.txt,SQ2505N099,HIGH,FOUND
SQ2505N100\OFFER- SQ2505N100 Quotation for Gas Analyser Repair Charges -Sravanthi energy.txt,SQ2504E126,HIGH,FOUND
SQ2505N102\OFFER-SQ2505N102-AMBUJA DARLAGHAT-SPARES.txt,SQ2505N102,HIGH,FOUND
SQ2505N103\PRICED OFFER-SQ2505N103-UTCL ADITYA-PUMP.txt,SQ2505N103,HIGH,FOUND
SQ2505N105\OFFER-SQ2505N105-UTCL BIRLA WHITE-CERAMIC FILTER.txt,SQ2505N105,HIGH,FOUND
SQ2505N106\PRICED OFFER_SQ2505N106_HMEL-9044-3100001733.txt,SQ2505N106,HIGH,NOT_FOUND
SQ2505N107\OFFER-SQ2505N107-UTCL BIRLA WHITE-PT.txt,SQ2505N107,HIGH,NOT_FOUND
SQ2505N108\OFFER-SQ2505N108-UTCL BIRLA WHITE-PUMP.txt,SQ2505N108,HIGH,FOUND
SQ2505N110\OFFER-SQ2505N110-UTCL ADITYA-SPARES.txt,SQ2505N110,HIGH,FOUND
SQ2505N113\PRICED OFFER-SQ2505N113R1-NFL-ANALYSER SPR-7117592.txt,SQ2505N113R1,HIGH,NOT_FOUND
SQ2505N119\OFFER-SQ2505N119-UPL LTD_SERVICE.txt,SQ2505N119,HIGH,FOUND
SQ2505N119\OFFER-SQ2505N119R1-UPL LTD_SERVICE & CYLINDER.txt,SQ2505N119R1,HIGH,FOUND
SQ2505N121\OFFER-SQ2504N066R1-ACC GAGAL-U23.txt,SQ2504N066R1,HIGH,FOUND
SQ2505N121\OFFER-SQ2505N121R2-ACC GAGAL-SPARES.txt,SQ2505N121R2,HIGH,NOT_FOUND
SQ2505W044\OFFER-SQ2505W044-ENORISE-SPARES.txt,SQ2505W044,HIGH,NOT_FOUND
SQ2505X019\OFFER-SQ2504X019-NINH DA-SPARES.txt,SQ2504X019,HIGH,NOT_FOUND
SQ2505X019\OFFER-SQ2504X019R1-NINH DA-SPARES.txt,SQ2504X019R1,HIGH,NOT_FOUND
SQ2505X021\SERVICE OFFER-SQ2505X021-EMERSON_TRAINING-GC.txt,SQ2505X021,HIGH,NOT_FOUND
SQ2505X024\OFFER-SQ2505X024-SONAPUR CEMENT-U23 & SPARES.txt,SQ2505X024,HIGH,FOUND
SQ2505X024\OFFER-SQ2505X024R1-Sonapur Minerals & Oil Ltd-Analyser and spares.txt,SQ2505X024R1,HIGH,FOUND
SQ2506B046\OFFER-SQ2506B046-JSW BELLARY-ANALYSER SPARES.txt,SQ2506B046,HIGH,NOT_FOUND
SQ2506B047\OFFER-SQ2506B047-YOKOGAWA-ANALYSERS.txt,SQ2506B047,HIGH,FOUND
SQ2506B047\OFFER-SQ2506B047R1-YOKOGAWA-U23.txt,SQ2506B047R1,HIGH,FOUND
SQ2506B047\OFFER-SQ2506B047R2-YOKOGAWA-U23.txt,SQ2506B047R2,HIGH,FOUND
SQ2506B047\OFFER-SQ2506B047R3-YOKOGAWA-U23.txt,SQ2506B047R3,HIGH,FOUND
SQ2506B048\OFFER-SQ2506B048-JSW VIJAYANAGAR-ANALYSER & SPARES.txt,SQ2506B048,HIGH,FOUND
SQ2506B049\OFFER-SQ2506B049-SYNEGENE-O2 CELL.txt,SQ2506B049,HIGH,FOUND
SQ2506B050\OFFER-SQ2506B050-MCF-LDS SPARES.txt,SQ2506B050,HIGH,FOUND
SQ2506B051\SQ2506B051_AMC QUOTATION.txt,SQ2506B051,HIGH,NOT_FOUND
SQ2506B052\PRICED OFFER-SQ2506B052-YOKOGAWA-LDS6.txt,SQ2506B052R1,HIGH,FOUND
SQ2506B052\TECHNICAL OFFER-SQ2506B052-YOKOGAWA-LDS6.txt,SQ2506B052,HIGH,FOUND
SQ2506B053\OFFER-SQ2506B053-GRASIM-SPARES.txt,SQ2506B053,HIGH,FOUND
SQ2506B054\OFFER-SQ2506B054-ORIENT CEMENT_CHITTAPUR-SPARES.txt,SQ2506B054,HIGH,FOUND
SQ2506C023\OFFER-SQ2506C023-PEIIC-DISPLAY.txt,SQ2506C023,HIGH,NOT_FOUND
SQ2506C027\1755661095-PRICED.txt,SQ2506C027R2,HIGH,FOUND
SQ2506C027\OFFER-SQ2506C027-BPCL KOCHI-CAMC DISTILLATION.txt,SQ2506C027,HIGH,FOUND
SQ2506C032\OFFER-SQ2506C032-BPCL KOCHI-ARC FOR GW NIR_AMETEK_PAC_ICON ANALYSERS.txt,SQ2506C032,HIGH,FOUND
SQ2506C033\OFFER-SQ2506C033-FACT-U23.txt,SQ2506C033,HIGH,FOUND
SQ2506C034\OFFER-SQ2506C034-LNVT-SCAVENGING PANEL.txt,SQ2506C034,HIGH,FOUND
SQ2506C035\PRICED OFFER-SQ2506C035-RAMCO ALATHIYUR-PUMP.txt,SQ2506C035,HIGH,FOUND
SQ2506C036\OFFER-SQ2506C036-RAMCO-O61-REPAIRING-NEW-BUYBACK.txt,SQ2506C036,HIGH,NOT_FOUND
SQ2506C037\OFFER-SQ2506C037-IV SOURCING-GC SPARES.txt,SQ2506C037,HIGH,NOT_FOUND
SQ2506E187\OFFER-SQ2506E187-IOCL BARAUNI-AMETEK SPARES.txt,SSQ2506E187,HIGH,NOT_FOUND
SQ2506E188\OFFER-SQ2506E188R1-FIVES STEIN-8668.txt,SQ2506E188R1,HIGH,FOUND
SQ2506E189\OFFER-SQ2506E189-SHREE CEMENT RAIPUR-SERVICE.txt,SQ2506E189,HIGH,FOUND
SQ2506E203\PRICED OFFER-SQ2506E203-UTCL HIRMI-SPARES.txt,SQ2506E203,HIGH,FOUND
SQ2506E205\OFFER-SQ2506E205R2-AMBUJA BHATAPARA-MODIFICATION SPARES.txt,SQ2506E205R2,HIGH,NOT_FOUND
SQ2506E206\OFFER-SQ2506E206-SAIL IISCO BURNPUR-SPARES.txt,SQ2506E206,HIGH,FOUND
SQ2506E206\OFFER-SQ2506E206R1-SAIL IISCO BURNPUR-SPARES.txt,SQ2506E206R1,HIGH,FOUND
SQ2506E209\OFFER-SQ2506E209-JSW BPSL-U23 & SPARES.txt,SQ2506E209,HIGH,NOT_FOUND
SQ2506E210\OFFER-SQ2506E210-ELLENBARRIE-DEW POINT TRANSMITTER.txt,SQ2506E210,HIGH,FOUND
SQ2506E211\Technical offer-2700019893-AMC-R1.txt,SQ2506E211R1,HIGH,NOT_FOUND
SQ2506E211\Technical offer-SQ2506E211-Jindal Stainless Limited-2700019893-AMC.txt,SQ2506E211,HIGH,NOT_FOUND
SQ2506E212\PRICED OFFER-SQ2506E212-UTCL HIRMI-SPARES.txt,SQ2506E212,HIGH,FOUND
SQ2506E216\OFFER-SQ2506E216-VOLTECH-SPARES.txt,SQ2506E216,HIGH,NOT_FOUND
SQ2506E217\OFFER-SQ2506E217-SAIL ISP-PUMP-BAG OF SPARES.txt,SQ2506E217,HIGH,NOT_FOUND
SQ2506E217\OFFER-SQ2506E217R1-SAIL ISP-PUMPS.txt,SQ2506E217R1,HIGH,NOT_FOUND
SQ2506E218\OFFER-SQ2506E218-ACC JAMUL-SPARES.txt,SQ2506E218,HIGH,FOUND
SQ2506E219\TECHNICAL OFFER-SQ2506E219-TSL MERAMANDLI-CV SPARES.txt,SQ2506E219,HIGH,FOUND
SQ2506E225\OFFER-SQ2506E225-TATA KPO-HEATED FILTER ASSEMBLY.txt,SQ2506E225,HIGH,FOUND
SQ2506E226\OFFER-SQ2506E226-ADITYAPUR WASTE MANAGEMENT-COOLER.txt,SQ2506E226,HIGH,FOUND
SQ2506E227\TECHNICAL OFFER-SQ2506E227-TSL JSR-ARC.txt,SQ2506E227,HIGH,FOUND
SQ2506E228\PRICED OFFER-SQ2506E228-JSW JAJPUR-REFILLING CYLINDER.txt,SQ2506E228,HIGH,FOUND
SQ2506E229\OFFER-SQ2506E229-TSL JSR-ALIGNMENT KIT.txt,SQ2506E229,HIGH,FOUND
SQ2506E231\OFFER-SQ2506E231-ISGEC-CYLINDER REFILLING.txt,SQ2506E231,HIGH,FOUND
SQ2506E232\OFFER-SQ2506E232-DB POWER-SPARES.txt,SQ2506E232,HIGH,FOUND
SQ2506E232\OFFER-SQ2506E232R1-DB POWER LTD-1000009368-SPARES.txt,SQ2506E232R1,HIGH,FOUND
SQ2506E233\OFFER-SQ2506E233-DB POWER LIMITED-SPARES.txt,SQ2506E233,HIGH,FOUND
SQ2506E233\OFFER-SQ2506E233R1-DB POWER-1000012796.txt,SQ2506E233R1,HIGH,FOUND
SQ2506E234\OFFER-SQ2506E234-NUVOCO-MMI.txt,SQ2506E234,HIGH,FOUND
SQ2506E235\OFFER-SQ2506E235-AMBUJA BHATAPARA-SERVICE.txt,SQ2506E235,HIGH,FOUND
SQ2506E236\OFFER-SQ2506E236-JAYASWAL NECO-SERVICE.txt,SQ2506E236,HIGH,FOUND
SQ2506E237\SQ2506E237-SOW.txt,,LOW,NOT_FOUND
SQ2506E238\TECHNICAL OFFER-SQ2506E238-IOCL DIGBOI-6224623.txt,SQ2506E238,HIGH,FOUND
SQ2506E239\TECHNICAL OFFER-SQ2506E239-TSL JSR-ARC.txt,SQ2506E239,HIGH,FOUND
SQ2506E241\OFFER-SQ2506E241-NMDC-HTT.txt,SQ2506E241,HIGH,NOT_FOUND
SQ2506E241\OFFER-SQ2506E241R1-NMDC-HTT.txt,SQ2506E241R1,HIGH,NOT_FOUND
SQ2506E241R2\PRICED OFFER-SQ2506E241R2-NMDC-HTT-7147785_AA.txt,SQ2506E241R2,HIGH,FOUND
SQ2506E242\SQ2506E242_AMC OFFER JITPL.txt,SQ2506E242,HIGH,NOT_FOUND
SQ2506E243\PRICED OFFER-SQ2506E243-UTCL HIRMI-SPARES.txt,SQ2506E243,HIGH,FOUND
SQ2506E244\TECHNICAL OFFER-SQ2506E244-IOCL PARADEEP_AMC-6375270.txt,SQ2506E244,HIGH,FOUND
SQ2506E245\OFFER-SQ2506E245-IOCL BAROUNI AMETEK ARC.txt,SQ2506E245,HIGH,FOUND
SQ2506E246\OFFER-SQ2506E246-BVFCL-GA700.txt,SQ2506E246,HIGH,FOUND
SQ2506E246\PRICED OFFER-SQ2506E246R1-BVFCL-GA700.txt,SQ2506E246R1,HIGH,FOUND
SQ2506G025\OFFER-SQ2501G003-JK PAPER-O2 SENSOR.txt,SQ2502G003,HIGH,FOUND
SQ2506G029\SQ2506G029 Offern for H2 Analyser Keypad.txt,SQ2506G029,HIGH,NOT_FOUND
SQ2506G031\OFFER- SQ2505W043 Quotation for Gas Analyser Repair Charges -Torrent Power.txt,SQ2505W043,HIGH,NOT_FOUND
SQ2506G032\OFFER-SQ2506G032-RIL JMD-HVAC SPARES.txt,SQ2506G032,HIGH,NOT_FOUND
SQ2506G033\SQ2506G033 Offer for CO addition in Ultramat 6E analyser_ HMD.txt,SQ2506G033,HIGH,FOUND
SQ2506G034\SQ2506G034_Technical_Offer.txt,SQ2506GS034,HIGH,NOT_FOUND
SQ2506G035\SQ2506G035 Offer for Ultramat 6E analyser measurement of CO_NO_SO2_ HMD.txt,SQ2506G035,HIGH,FOUND
SQ2506G036\2505GS018R1 Birla Copper GC Spares.txt,2505GS018,HIGH,NOT_FOUND
SQ2506G037\SQ2506G037 GNFC Ultramat 6F Spares.txt,SQ2506G037,HIGH,NOT_FOUND
SQ2506G038\2) TECHNICAL OFFER-SQ2506G038-IOCL GUJ_AMC-6373545.txt,SQ2506G038,HIGH,FOUND
SQ2506H082\OFFER-SQ2506H082-VICAT SAGAR-LDS SPARES.txt,SQ2506H082,HIGH,FOUND
SQ2506H083\SCREENSHOTS.txt,,LOW,FOUND
SQ2506H087\OFFER-SQ2506H087-BHEL-LDS SPARES.txt,SQ2506H087,HIGH,FOUND
SQ2506H090\OFFER-SQ2506H090-CHETTINAD GUNTUR-SPARES.txt,SQ2506H090,HIGH,FOUND
SQ2506H091\OFFER-SQ2506H091-UTCL SEDAM-ANALYSER SPARES.txt,SQ2506H091,HIGH,FOUND
SQ2506H092\OFFER-SQ2506H092-RAIN CEMENT-O2 SENSOR.txt,SQ2506H092,HIGH,FOUND
SQ2506H093\OFFER-SQ2506H093-VOLTA IMPEX-O2 SENSOR.txt,SQ2506H093,HIGH,FOUND
SQ2506H094\TECH BID.txt,SQ2506H094,HIGH,NOT_FOUND
SQ2506H095\OFFER-SQ2506H095-ORIENT CEMENT-SPARES.txt,SQ2506H095,HIGH,FOUND
SQ2506H096\OFFER-SQ2506H096-COROMANDEL KAKINADA-REPAIRING WINDOW MODULE.txt,SQ2506H096,HIGH,FOUND
SQ2506H097\OFFER-SQ2506H097-SAGAR CEMENT-SPARES.txt,SQ2506H097,HIGH,FOUND
SQ2506H098\OFFER-SQ2506H098-KCP-O61.txt,SQ2506H098,HIGH,FOUND
SQ2506H099\PRICED OFFER-SQ2506H099-JSW NANDYAL-SPARES.txt,SQ2506H099,HIGH,FOUND
SQ2506H100\OFFER-SQ2506H100-VICAT SAGAR-SERVICE.txt,SQ2506H100,HIGH,FOUND
SQ2506H101\TECHNICAL OFFER-SQ2411H129R1-CEMENT CORPORATION-6290714.txt,SQ2411H129R1,HIGH,FOUND
SQ2506H102\OFFER-SQ2506H102-KALBURGI CEMENT-SPARES.txt,SQ2506H102,HIGH,FOUND
SQ2506H103\OFFER-SQ2506H103-KCP MUKTALAYA-O61 SPARES.txt,SQ2506H103,HIGH,FOUND
SQ2506H104\OFFER-SQ2506H104-CHETTINAD GUNTUR-HEAT EXCHANGER.txt,SQ2506H104,HIGH,FOUND
SQ2506H104\OFFER-SQ2506H104R1-CHETTINAD GUNTUR-HEAT EXCHANGER.txt,SQ2506H104R1,HIGH,FOUND
SQ2506H105\TECHNO-COMMERCIAL QUOTATION.txt,XXXXXXXXXX,HIGH,NOT_FOUND
SQ2506H106\QUOTATION FOR EXPER ENGINEER (1).txt,SQ2506H106,HIGH,NOT_FOUND
SQ2506H106\QUOTATION FOR EXPER ENGINEER.txt,SQ2506H106,HIGH,NOT_FOUND
SQ2506N124\OFFER-SQ2505N101-GVK-SERVICE-50007232.txt,SQ2505N101,HIGH,FOUND
SQ2506N124\QUOTATION FOR EXPER ENGINEER-SQ2506N124.txt,SQ2506N124,HIGH,NOT_FOUND
SQ2506N128\PRICED OFFER-SQ2506N128-KFL-P064000309-CGA SPARES.txt,SQ2506N128,HIGH,FOUND
SQ2506N131\PRICED OFFER-SQ2506N131-UTCL KOTPUTALI-FLOW SWITCH.txt,SQ2506N131,HIGH,FOUND
SQ2506N132\PRICED OFFER-SQ2506N132-WONDER CEMENT-SPARES.txt,SQ2506N132,HIGH,FOUND
SQ2506N134\OFFER-SQ2506N134-AMBUJA SULI-SERVICE.txt,SQ2506N134,HIGH,FOUND
SQ2506N135\PRICED OFFER-SQ2506N135-UTCL BAGA-SPARES.txt,SQ2506N135,HIGH,FOUND
SQ2506N136\PRICED OFFER-SQ2506N136-UTCL PALI-CARTRIDGE FILTER.txt,SQ2506N136,HIGH,FOUND
SQ2506N141\QUOTATION FOR AMC-xxxxx-UTCL KOTPUTALI.txt,Date,HIGH,NOT_FOUND
SQ2506N142\OFFER-SQ2506N142-ACC LAKHERI-SPARES.txt,SQ2506N142,HIGH,FOUND
SQ2506N142\OFFER-SQ2506N142R1-ACC LAKHERI-SPARES.txt,SQ2506N142R1,HIGH,FOUND
SQ2506N143\PRICED OFFER-SQ2506N143-DELHI MSW-6100298186.txt,SQ2506N143,HIGH,FOUND
SQ2506N144\OFFER-SQ2506N144-CHAMBAL FERTILIZERS-LDS SPARES.txt,SQ2506N144,HIGH,FOUND
SQ2506N146\OFFER-SQ2506N146-L&T-SPARES.txt,SQ2506N146,HIGH,FOUND
SQ2506N147\OFFER-SQ2506N147-AMBUJA DARLAGHAT-HMI.txt,SQ2506N147,HIGH,FOUND
SQ2506N148\OFFER-SQ2506N148-ARIES-ANALYSER.txt,SQ2506N148,HIGH,FOUND
SQ2506N149\OFFER-SQ2506N149-GAIL-SPARES.txt,EMAIL,HIGH,FOUND
SQ2506N150\OFFER-SQ2506N150-BIRLA CORPORATION-6000239221.txt,SQ2506N150,HIGH,FOUND
SQ2506N151\OFFER-SQ2506N151R1-HARDUAGANJ-PUMP.txt,SQ2506N151R1,HIGH,NOT_FOUND
SQ2506W052\SQ2506W052 OFFER FOR SPARE FOR HPCL AMETEK ANALYSERS.txt,SQ2506W052,HIGH,NOT_FOUND
SQ2506W052R1\PRICED OFFER-SQ2506W052R1-HPCL MUMBAI-6932614.txt,SQ2506W052R1,HIGH,FOUND
SQ2506W053\TECHNICAL OFFER-SQ2506W053_SERVICE & AMC-6307105.txt,SQ2506W053,HIGH,NOT_FOUND
SQ2506W068\SQ2506W068 OFFER FOR SPARE FOR HINDALCO MAHAN.txt,SQ2506W068,HIGH,NOT_FOUND
SQ2506W077\SQ2506W077 Offer For GC Spares RIL_ HMD.txt,SQ2506W077,HIGH,FOUND
SQ2506W078\SQ2506WS078 OFFER FOR SPARE FOR UTCL GCW.txt,SQ2506WS078,HIGH,NOT_FOUND
SQ2506W081\SQ2506WS081 OFFER FOR SPARE FOR UTCL GCW.txt,SQ2506WS081,HIGH,NOT_FOUND
SQ2506W082\SQ2506WS082 OFFER FOR SPARE FOR UTCL SEWAGRAM CEMENT.txt,SQ2506WS082,HIGH,NOT_FOUND
SQ2506W088\SQ2506W088 - OFFER FOR GAS ANALYSER MODULE CO & O2-JSW DOLVI BF 2-PCI.txt,SQ2506W088,HIGH,FOUND
SQ2506W096\SQ2506W096 OFFER FOR SPARE FOR UTCL RAJASHREE CEMENT WORKS.txt,SQ2506WS096,HIGH,NOT_FOUND
SQ2506W098\SQ2506W098 OFFER FOR GAS ANALYSER MODULE FOR UTCL GCW CEMENT WORKS.txt,SQ2506W098,HIGH,FOUND
SQ2506W100\SQ2506W100 OFFER FOR SPARE FOR UTCL RAJASHREE CEMENT WORKS.txt,SQ2506W100,HIGH,NOT_FOUND
SQ2506W101\SQ2506WS101 OFFER FOR SPARE FOR UTCL GCW.txt,SQ2506WS101,HIGH,NOT_FOUND
SQ2506W101\SQ2506WS101R1 OFFER FOR SPARE FOR UTCL GCW.txt,SQ2506WS101R1,HIGH,NOT_FOUND
SQ2506W112\SQ2506W112 - OFFER FOR GAS ANALYSER SPARES-DALMIA CEMENT WORKS.txt,SQ2506W112,HIGH,FOUND
SQ2506W119\SQ2506W119_TECHNO_COMMERCIAL QUOTATION.txt,SQ2506W119,HIGH,NOT_FOUND
SQ2506W120\SQ2506W120 OFFER FOR SPARE FOR UTCL GCW.txt,SQ2506W120,HIGH,NOT_FOUND
SQ2506W133\SQ2506W133 OFFER FOR SPARE FOR UTCL RAJASHREE CEMENT WORKS.txt,SQ2506W133,HIGH,NOT_FOUND
SQ2506W135\SQ2506W135 SPARES FOR SKODA AUTO 1.txt,SQ2506W135,HIGH,FOUND
SQ2506W136\SQ2506W136 OFFER FOR SPARE FOR UTCL GCW.txt,SQ2506WS136,HIGH,NOT_FOUND
SQ2506W137\SQ2506W137 SPARES OFFER FOR Vikram Cement Works.txt,SQ2506W137,HIGH,FOUND
SQ2506W139\SQ2506W139 QUOTATION FOR GAS ANALYSER REPAIR - RIL DMD LDS 6.txt,SQ2506W139,HIGH,FOUND
SQ2506W140\SQ2506W140 - OFFER FOR O2 GAS ANALYSER MODULE-JSW DOLVI.txt,SQ2506W140,HIGH,FOUND
SQ2506W141\SQ2506W141 OFFER FOR SPARE FOR TNBI Industries.txt,SQ2506W141,HIGH,NOT_FOUND
SQ2506W142\SQ2506W142 Offer For GC Spares_ RIL JMD.txt,SQ2506W142,HIGH,FOUND
SQ2506W143\SQ2506W143 Offer For GC Spares_ RIL JMD.txt,SQ2506W143,HIGH,FOUND
SQ2506W144\SQ2506W144 OFFER FOR GAS ANALYSER MODULE FOR TBNI Industries.txt,SQ2506W144,HIGH,FOUND
SQ2506W145\SQ2506W145 - OFFER FOR GAS ANALYSER SPARES-JSW DOLVI.txt,SQ2506W145,HIGH,FOUND
SQ2506W147\SQ2506W147 - OFFER FOR GAS ANALYSER SPARES-AMBUJA MARATHA CPP.txt,SQ2506W147,HIGH,FOUND
SQ2506W148\OFFER-SQ2506W148-FINOLEX-DETECTOR..txt,SQ2506W148,HIGH,FOUND
SQ2506W148\OFFER-SQ2506W148R1-FINOLEX-BUYBACK.txt,SQ2506W148R1,HIGH,FOUND
SQ2506W149\OFFER-SQ2506W149-E&H-SPARES.txt,SQ2506W149,HIGH,NOT_FOUND
SQ2506W150\SQ2506W150 OFFER FOR GAS ANALYSER SPARE FOR UTCL GCW.txt,SQ2506W150,HIGH,NOT_FOUND
SQ2506W150\SQ2506W150R1 OFFER FOR GAS ANALYSER SPARE FOR UTCL GCW.txt,SQ2506W150R1,HIGH,NOT_FOUND
SQ2506W152\SQ2506W152- OFFER FOR GAS ANALYSER SPARES-SUNFLAG STEEL.txt,SQ2506W152,HIGH,FOUND
SQ2506W153\SQ2506W153 Offer For GC Spares RIL_ DMD.txt,SQ2506W153,HIGH,FOUND
SQ2506W154\SQ2506W154 - OFFER FOR GAS ANALYSER SPARES-JSW DOLVI.txt,SQ2506W154,HIGH,FOUND
SQ2506W155\SQ2506W155 OFFER FOR SPARE FOR UTCL GCW.txt,SQ2506W155,HIGH,NOT_FOUND
SQ2506W156\OFFER-SQ2506W156-PARADEEP PHOPHATES-LDS 6.txt,SQ2506W156,HIGH,FOUND
SQ2506X029\OFFER-SQ2506X029-JSC AVTOMATIKA-SPARES.txt,SQ2506X029,HIGH,NOT_FOUND
SQ2506X029\OFFER-SQ2506X029R1-JSC AVTOMATIKA-SPARES.txt,SQ2506X029R1,HIGH,NOT_FOUND
SQ2506X030\OFFER-SQ2506X030-NATIONAL CEMENT-SPARES.txt,SQ2506X030,HIGH,FOUND
SQ2506X031\OFFER-SQ2506X031-VIKTORI-FILTER.txt,SQ2506X031,HIGH,NOT_FOUND
SQ2507B055\OFFER-SQ2507B055-ORIENT CEMENT-FILTERS.txt,SQ2507B055,HIGH,FOUND
SQ2507B056\TECHNICAL OFFER-SQ2507B056-JSW VIJAYANAGAR-SPARES.txt,SQ2507B056,HIGH,FOUND
SQ2507B057\OFFER-SQ2507B057-JAMIPOL-U6-O61.txt,SQ2507B057,HIGH,FOUND
SQ2507B058\OFFER-SQ2507B058-BIRLA OPUS-SERVICE.txt,SQ2507B058,HIGH,FOUND
SQ2507B059\SOW-Union CV ANALYSER Calibration & Service.txt,,LOW,NOT_FOUND
SQ2507B060\JK CEMENT - CEMS ANALYSER OFFER.txt,SQ2507B060,HIGH,FOUND
SQ2507B061\OFFER-SQ2507B061-JSW VIJAYANAGAR-CV SPARES.txt,SQ2507B061,HIGH,FOUND
SQ2507B062\OFFER-SQ2507B062-JSW VIJAYANAGAR-NEW CYLINDER.txt,SQ2507B062,HIGH,NOT_FOUND
SQ2507B063\OFFER-SQ2507B063-KALYANI STEEL-SPARES.txt,SQ2507B063,HIGH,FOUND
SQ2507C038\OFFER-SQ2507C038-COROMANDEL RANIPET-PCB2.txt,SQ2507C038,HIGH,FOUND
SQ2507C039\OFFER-SQ2507C039-RAMKY-FILTER-PUMP.txt,SQ2507C039,HIGH,FOUND
SQ2507C040\OFFER-SQ2507C040-RAMCO RR NAGAR-SHS SPARES.txt,SQ2507C040,HIGH,FOUND
SQ2507C041\OFFER-SQ2507C041-RAMKY-SAMPLE GAS PUMP-6100301755.txt,SQ2507C041,HIGH,FOUND
SQ2507C042\OFFER-SQ2507C042-BIOJENIK-U23.txt,SQ2507C042,HIGH,FOUND
SQ2507C043\OFFER-SQ2507C043-JSW SALEM-SPARES.txt,SQ2507C043,HIGH,FOUND
SQ2507C044\PRICED OFFER-SQ2507C044-RAMCO RR NAGAR-SPARES.txt,SQ2507C044,HIGH,FOUND
SQ2507C045\OFFER-SQ2507C045-MRF-SPARES.txt,SQ2507C045,HIGH,FOUND
SQ2507C046\OFFER-SQ2507C046-MEPCO-CART FILTER.txt,SQ2507C046,HIGH,FOUND
SQ2507E247\PRICED OFFER-SQ2507E247-JSW SHIVA-PTFE TUBE.txt,SQ2507E247,HIGH,FOUND
SQ2507E248\OFFER-SQ2507E248-TATA KPO-PROBE & REGULATORS.txt,SQ2507E248,HIGH,FOUND
SQ2507E248\TECHNICAL OFFER-SQ2507E248R1-TATA KPO-PROBE-REGULATORS-FILTER ASSEMBLY.txt,SQ2507E248R1,HIGH,FOUND
SQ2507E249\OFFER-SQ2507E249-UTCL DANKUNI-SPARES.txt,SQ2507E249,HIGH,FOUND
SQ2507E250\OFFER-SQ2507E250-HILLS CEMENT-SS FILTER.txt,SQ2507E250,HIGH,FOUND
SQ2507E251\OFFER-SQ2507E251-SIEMENS-SERVICE.txt,SQ2507E251,HIGH,FOUND
SQ2507E252\PO_8137026712.txt,,LOW,FOUND
SQ2507E253\SQ2507E253_TECHNO_COMMERCIAL QUOTATION.txt,SQ2507E253,HIGH,NOT_FOUND
SQ2507E254\OFFER-SQ2507E254-Meghalaya Cements Ltd-SO2 ANALYSER -1100068223.txt,SQ2507E254,HIGH,FOUND
SQ2507E255\OFFER-SQ2507E255-Mogli Labs- AUTO CONDENSATE PUMP.txt,SQ2507E255,HIGH,FOUND
SQ2507E256\TECHNICAL OFFER-SQ2507E256-TATA NINL-BAG OF SPARES.txt,SQ2507E256,HIGH,FOUND
SQ2507E257\e-Proc_sub_AUTO CONDENSATE PUMP_24 VDC_FM.txt,,LOW,FOUND
SQ2507E258\OFFER-SQ2507E258-TATA NINL-SS FILTER.txt,SQ2507E258,HIGH,FOUND
SQ2507E259\OFFER-SQ2507E259-UTCL KUKURDIH-O2 module.txt,SQ2507E259,HIGH,NOT_FOUND
SQ2507E260\PRICED OFFER-SQ2507E260-JSW BPSL-SPARES.txt,SQ2507E260,HIGH,FOUND
SQ2507E261\OFFER-SQ2507E261-SAIL RSP-PROBE ASSEMBLY.txt,SQ2507E261,HIGH,FOUND
